発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1995-09-14,SFC,8M,TAB,サミー,桜井章一の雀鬼流麻雀必勝法,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-09-15,SFC,10M,ACT,バンプレスト,スーパー鉄球ファイト!,"￥9,000","￥9,000代",0,-,,,,,,,,
1995-09-15,SFC,8M,ADV,エポック社,アリスのペイントアドベンチャー,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-09-15,SFC,12M,SPT,エポック社,セント・アンドリュース栄光と歴史のオールドコース,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-09-15,SFC,8M,TAB,バップ,必勝777ファイターⅢ黒竜王の復活,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-09-22,SFC,16M,ACT,日本コンピュータシステム,超兄貴爆烈乱闘篇,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-09-22,SFC,16M,ADV,バンダイ,ドラゴンボールZ超悟空伝覚醒編,"￥10,800","￥11,000代",0,-,,島田晋作,干焼蝦仁|蓮蓉寿桃,竹花欣也|清水厚二|金子孝治|玉井裕和|荒井翔子|そば|MIP|ぬーぴー|E.S.E.,山本健司,,鈴木敏弘,
1995-09-22,SFC,12M,ETC,バンプレスト,四柱推命学入門真桃源郷,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-09-22,SFC,4M,PUZ,バンプレスト,陣牌,"￥7,800","￥8,000代",0,-,,,,,,,,
1995-09-22,SFC,4M,PUZ,ヘクト,新・将棋倶楽部,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-09-22,SFC,24M,RPG,エンジェル,美少女戦士セーラームーン～AnotherStory～,"￥11,800","￥12,000代",0,-,,,,,,,有澤孝紀,
1995-09-22,SFC,16M,SHT,EAV,ジャングルストライク,"￥9,900","￥10,000代",0,-,,,,,,,,
1995-09-22,SFC,24M,SPT,コナミ,実況ワールドサッカー2FIGHTINGELEVEN,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-09-22,SFC,8M,TAB,バリエ,朝日新聞連載加藤一二三九段将棋心技流,"￥12,300","￥12,500代",0,-,,,,,,,,
1995-09-29,SFC,16M,ACT,ヴァージンインタラクティブ,美食戦隊薔薇野郎,"￥9,800","￥10,000代",0,-,,,藤島聡,斎藤智晴|延東史朗|山崎友幸|斎藤智晴|延東史朗|山崎友幸,おがわいっこう,,柏木章|野中市郎|梅木克彦,
1995-09-29,SFC,12M,ACT,エニックス,ハーメルンのバイオリン弾き,"￥9,600","￥9,500代",0,-,,,,中嶋敦子,田中公平,今川泰宏,,
1995-09-29,SFC,12M,ETC,アスミック,ダービージョッキー2,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-09-29,SFC,8M,ETC,ケイエスエス,ウェディングピーチ,"￥9,800","￥10,000代",0,-,,,,只野和子,長谷川智樹|神津裕之,富田祐弘|谷沢直|テンユウ,,
1995-09-29,SFC,16M,RAC,KANEKO,全日本GT選手権,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-09-29,SFC,24M,RPG,アスキー,ウィザードリィⅥ禁断の魔筆,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-09-29,SFC,32M,RPG,データイースト,METALMAXRETURNS(メタルマックス･リターンズ),"￥12,800","￥13,000代",0,-,,,,,,,,
1995-09-29,SFC,24M,RPG,東宝,火の皇子ヤマトタケル,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-09-29,SFC,12M,RPG,トミー,魔法騎士レイアース,"￥9,800","￥10,000代",0,-,,,,石田敦子|山根理宏(モンスター)|門之園恵美,松尾早人,CLAMP,,
1995-09-29,SFC,20M,RPG,ナグザット,ホーリーアンブレラドンデラの無謀!!,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-09-29,SFC,20M,RPG,バンプレスト,ヴェルヌ・ワールド,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-09-29,SFC,12M,SLG,アスキー,サージェント・サンダース・コンバット!,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-09-29,SFC,12M,SLG,ケイエスエス,平安風雲伝,"￥11,800","￥12,000代",0,-,,,,政田拡志|森本幸雄|新田真一|服部嘉人|梶原秀一,山下絹代|倉橋真也|水谷郁,森本幸雄,高野秀夫,
1995-09-29,SFC,16M,SLG,パック・イン・ビデオ,AⅢS.V.,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-09-29,SFC,24M,SPT,コナミ,NBA実況バスケットウイニングダンク,"￥10,800","￥11,000代",0,30,,,,,,,,
1995-09-29,SFC,8M,TAB,エニックス,常勝麻雀天牌,"￥8,900","￥9,000代",0,-,,,,,,,,
1995-09-29,SFC,12M,TAB,エンジェル,ノーマーク爆牌党史上最強の雀士達,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-09-29,SFC,24M,TAB,ショウエイシステム,HEIWAパチンコワールド2,"￥10,800","￥11,000代",0,-,,,,,仲里幸広,,,
1995-09-30,SFC,32M,RPG,スクウェア,聖剣伝説3,"￥11,400","￥11,500代",80,-,,田中弘道,吉枝悟|村田琢|斉藤正明|宮川義之|小方悟史|鈴木秀典|守屋俊|鈴木和夫,石井浩一|結城信輝|磯野宏夫,菊田裕樹,,鶴園哲久,
1995-10-06,SFC,4M,ACT,ユタカ,すぱぽ～ん,"￥5,800","￥6,000代",0,-,,,,,,,,
1995-10-06,SFC,24M,RPG,ビック東海,神聖紀オデッセリアⅡ,"￥10,800","￥11,000代",0,-,,うめはらきみお,佐藤孝保|蛭田浩二,,玉山文人|益子重徳,,,
1995-10-06,SFC,24M,SLG,クエスト,タクティクスオウガ,"￥11,400","￥11,500代",50,34,,松野泰己,,皆川裕史|吉田明彦,岩田匡治|崎元仁,松野泰己,,
1995-10-06,SFC,20M,SPT,BPS,激闘バーニングプロレス,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-10-13,SFC,12M,ACT,バンプレスト,ハイパーイリア,"￥9,600","￥9,500代",0,-,,,,,,,,
1995-10-13,SFC,16M,PUZ,サンソフト,ゲームの鉄人THE上海,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-10-20,SFC,16M,ACT,キングレコード,RINGSアストラルバウト3,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-10-20,SFC,8M,PUZ,データイースト,マジカルドロップ,"￥8,500","￥8,500代",0,-,,,,,,,,
1995-10-20,SFC,32M,RPG,エニックス,天地創造,"￥11,800","￥12,000代",0,30,,,,,,,,
1995-10-20,SFC,8M,TAB,アイマックス,スーパー花札2,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-10-27,SFC,20M,ACT,アクレイムジャパン,ジャスティス・リーグ,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-10-27,SFC,16M,ACT,アクレイムジャパン,ジャッジ・ドレッド,"￥10,900","￥11,000代",0,-,,,,,アラン・シルヴェストリ,キャラクター創造|ジョン・ワグナー|カルロス・エスクエラ,,
1995-10-27,SFC,24M,ACT,アクレイムジャパン,バットマンフォーエヴァー,"￥11,800","￥12,000代",0,-,,,,,エリオット・ゴールデンサール,キャラクター創造|ボブ・ケイン,,
1995-10-27,SFC,8M,ACT,マジファクト,ガンガンガンチャン,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-10-27,SFC,8M,PUZ,任天堂,パネルでポン,"￥5,800","￥6,000代",0,-,,,,,,,,
1995-10-27,SFC,16M,RAC,ビデオシステム,SDF-1グランプリ,"￥10,900","￥11,000代",0,-,,,,,,,,
1995-10-27,SFC,24M,RPG,タカラ,魔天伝説戦慄のオーパーツ,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-10-27,SFC,16M,RPG,トンキンハウス,LightFantasyⅡ(ライトファンタジー2),"￥9,900","￥10,000代",0,-,,,,,,,,
1995-10-27,SFC,12M,RPG,ハドソン,クリスタルビーンズフロムダンジョンエクスプローラー,"￥9,500","￥9,500代",0,-,,,,,,,,
1995-10-27,SFC,16M,SLG,バンプレスト,天地無用!げ～む編,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-10-27,SFC,24M,SPT,アクレイムジャパン,フォアマンフォーリアル,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-10-27,SFC,12M,SPT,カルチャーブレーン,ウルトラベースボール実名版3,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-10-27,SFC,12M,SPT,バンダイ,テレビアニメスラムダンクSDヒートアップ!!,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-10-27,SFC,12M,SPT,ポニーキャニオン,白いリングへTwinkleLittleStar,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-10-27,SFC,10M,TAB,ケイエスエス,パチスロ物語パル工業スペシャル,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-10-27,SFC,8M,TAB,ベック,真哭きの竜麻雀飛翔伝,"￥8,900","￥9,000代",0,-,,,,,,,,
1995-11-02,SFC,12M,SLG,エンジェル,紺碧の艦隊,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-11-02,SFC,16M,TAB,サンソフト,必殺パチンココレクション3,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-11-10,SFC,8M,ETC,ヴィジット,全国縦断ウルトラ心理ゲーム,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-11,SFC,32M,RPG,スクウェア,ロマンシングサ・ガ3,"￥11,400","￥11,500代",130,34,,リマスター|杉村幸子|河津秋敏(総合ディレクター),,河津秋敏|小林智美リマスター|真島真太郎,伊藤賢治,河津秋敏,岡宮道生リマスター|市川雅統,
1995-11-17,SFC,16M,ACT,ヴァージンインタラクティブ,レンダリング・レンジャーR2,"￥10,800","￥11,000代",0,-,,,,"en:Manfred Trenz|Jørgen Trolle Ørberg|Stephan Lethaus|Tobias J. Richter","Jesper Olsen|Stefan Kramer",,"Thomas Brockhage",
1995-11-17,SFC,4M,ACT,POW,ブロックくずし,"￥5,980","￥6,000代",0,-,,,,,,,,
1995-11-17,SFC,20M,ADV,徳間書店,新スタートレックザ・ネクストジェネレーション(大いなる遺産IFDの謎を追え),"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-17,SFC,8M,PUZ,サンソフト,上海万里の長城,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-17,SFC,10M,PUZ,ユタカ,ロゴス・パニックごあいさつ,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-17,SFC,16M,SPT,バンダイ,キャプテン翼Jザ･ウェイ･トゥ･ワールド･ユース,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-17,SFC,8M,SPT,四次元,全国高校サッカー2,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-21,SFC,32M,ACT,任天堂,スーパードンキーコング2,"￥9,800","￥10,000代",221,32,,,クリス・サザーランド,グレッグ・メイレス|アンドリュー・コラード|スティーヴ・メイレス,デビッド・ワイズ,リー・ラブデー(英語版),グレッグ・メイレス(英語版),
1995-11-24,SFC,16M,ACT,ハドソン,鬼神童子ZENKI電影雷舞,"￥9,980","￥10,000代",0,-,,,,,,,,
1995-11-24,SFC,16M,ACT,バンダイ,MIGHTYMORPHINPOWERRANGERS,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-24,SFC,24M,ADV,パック・イン・ビデオ,魔女たちの眠り,"￥10,800","￥11,000代",0,-,,長嶋健,小春日のどか|本田登|井上亮,富田千穂|荒木雅子,松平あこ|田中利明,笠原邦暁|濱島真理|尾崎宏之,金沢十三男,
1995-11-24,SFC,8M,ETC,カロッツェリアジャパン,リーディングジョッキー2,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-24,SFC,8M,TAB,タカラ,スーパー億万長者ゲーム,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-11-25,SFC,24M,RAC,メディアリング,ゼロヨンチャンプRR-Z,"￥11,900","￥12,000代",0,-,,,,,M・M・キーラヴァーニ,S・S・ラージャマウリ|サーイ・マーダヴ・ブッラ(英語版)(台詞),,
1995-12-01,SFC,16M,ACT,カプコン,ロックマンX3,"￥9,800","￥10,000代",0,-,,稲船敬二,,稲船敬二|加治勇人|吉川達哉|小牧信介|伊藤和司,山下絹代,,藤原得郎,
1995-12-01,SFC,16M,ACT,コナミ,ちびまる子ちゃんめざせ!南のアイランド!!,"￥9,000","￥9,000代",0,-,,"シリーズ監督:|石崎すすむ(第1期第1話 - 第34話)|棚橋一徳(第1期第35話-第116話)",,"重国勇二(第1期第1話 - 第113話)|河内日出夫(第1期第114話 - 第142話)|船越英之(第2期)|中原久文(第2期第1話 - 第132話[注 3])","中村暢之|川原伸司(第2期第1話 - 74話)",富永淳一|田嶋久子|髙橋幹子|石山優子|熊谷那美|平岡秀章|鈴谷梨乃|松島恵利子|加賀未恵|田中孝晃,,
1995-12-01,SFC,4M,PUZ,サンソフト,おーちゃんのお絵かきロジック,"￥6,980","￥7,000代",0,-,,,,,,,,
1995-12-01,SFC,32M,RPG,チュンソフト,不思議のダンジョン2風来のシレン,"￥11,800","￥12,000代",0,38,,,,,,,,
1995-12-01,SFC,12M,SLG,アイマックス,B.B.GUN(ボールバレットガン),"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-01,SFC,24M,SPT,アクレイムジャパン,BIGHURTベースボール,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-01,SFC,8M,TAB,アスミック,ドカポン外伝炎のオーディション,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-12-01,SFC,8M,TAB,ココナッツジャパンエンターテイメント,パチ夫くんSPECIAL3,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-12-08,SFC,16M,ACT,カプコン,ミッキーとドナルドマジカルアドベンチャー3,"￥9,800","￥10,000代",0,-,,,,,山口真理|西村達也,,,
1995-12-08,SFC,8M,ACT,ツクダオリジナル,アメリカンバトルドーム,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-08,SFC,16M,PUZ,コンパイル,す～ぱ～ぷよぷよ通,"￥8,800","￥9,000代",0,-,,,,,,,,
1995-12-08,SFC,4M,PUZ,徳間書店,クロックワークス,"￥7,800","￥8,000代",0,-,,,,,,,,
1995-12-08,SFC,8M,PUZ,バンダイ,美少女戦士セーラームーンSuperSふわふわパニック,"￥7,980","￥8,000代",0,-,,,,,,,,
1995-12-08,SFC,16M,SLG,光栄,アンジェリークプレミアムBOX,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-08,SFC,16M,SPT,T＆Eソフト,MASTERSNew遙かなるオーガスタ3,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-08,SFC,16M,TAB,ハドソン,スーパー桃太郎電鉄DX,"￥9,500","￥9,500代",0,30,,さくまあきら(監督)|友野信彦,中道雅史|安田哲章|楊裕治,土居孝幸,関口和之,,浦敏治,
1995-12-09,SFC,32M,RPG,エニックス,ドラゴンクエストVI幻の大地,"￥11,400","￥11,500代",320,34,,山名学,山名学,堀井雄二|鳥山明|中鶴勝祥|眞島真太郎,すぎやまこういち,堀井雄二,千田幸信,
1995-12-15,SFC,12M,ACT,エポック社,ドラえもん4のび太と月の王国,"￥9,500","￥9,500代",0,-,,桑原悟|嶋田由美子|中込彰|並木亮,小林貴樹,松野誠一|とよさわやすき,冨井昭次|遠藤稔|五十嵐真理|大高亮,,沢田幸一,
1995-12-15,SFC,4M,ACT,日本物産,ニチブツアーケードクラシックス2平安京エイリアン,"￥5,980","￥6,000代",0,-,,,,,,,,
1995-12-15,SFC,16M,ACT,バンプレスト,GOGOACKMAN3,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-15,SFC,不明,ETC,光栄,エミットバリューセット,"￥19,800","￥20,000代",0,-,,,,,,,,
1995-12-15,SFC,48M,RPG,ナムコ,テイルズオブファンタジア,"￥11,800","￥12,000代",0,-,,菊池栄二,,藤島康介|松竹徳幸,埜邑紀見男,金月龍之介,横山茂|原口洋一,
1995-12-15,SFC,24M,SHT,コナミ,実況おしゃべりパロディウス,"￥9,980","￥10,000代",0,32,,松岡伸浩,松岡伸浩,あさりよしとお,岩田昌成|冨田朋也|三木彩子|上西隆仁|安慶名伸行,,梅崎重治,
1995-12-15,SFC,16M,SLG,EAV,テーマパーク,"￥11,800","￥12,000代",0,31,,,,,,,,
1995-12-15,SFC,16M,SLG,タカラ,プリンセスメーカーLegendofAnotherWorld,"￥9,980","￥10,000代",0,-,,,,赤井孝美,FM音源(PC-98|MSX2|X68000)|PSG音源(MSX2)|MIDI音源(PC/AT|X68000),,,
1995-12-15,SFC,24M,SLG,BPS,聖獣魔伝ビースト＆ブレイド,"￥11,000","￥11,000代",0,-,,,,,,,,
1995-12-15,SFC,24M,SPT,NGP,JBザ・スーパーバス,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-15,SFC,32M,SPT,スターフィッシュデータ,スーパーブラックバス3,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-15,SFC,12M,TAB,データイースト,もってけOh!ドロボー,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-15,SFC,12M,TAB,バンダイ,商人よ、大志を抱け!!,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-15,SFC,12M,TAB,BOSSコミュニケーションズ,本家・SANKYOFEVER実機シミュレーション2,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-12-20,SFC,16M,TAB,ケイエスエス,水木しげるの妖怪百鬼夜行,"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-22,SFC,24M,ACT,カプコン,ファイナルファイトタフ,"￥9,980","￥10,000代",0,-,,,,,北嶋克成,,藤原得郎,
1995-12-22,SFC,24M,ACT,コナミ,がんばれゴエモンきらきら道中僕がダンサーになった理由.,"￥9,980","￥10,000代",0,-,,蛭子悦延,蛭子悦延|山口誠|丸山修|奥谷友春,小川公一|小川公一|山内円|濱垣和恵|大橋慶子|松本留美子|なりたかな,上原和彦|森本ゆきえ|冨田朋也|木村雅彦|安慶名伸行,小川公一,梅崎重治,
1995-12-22,SFC,8M,ACT,バップ,黄龍の耳,"￥9,980","￥10,000代",0,-,,,,ゴトウマサユキ,,寺田憲史,,
1995-12-22,SFC,16M,ACT,バンプレスト,3×3EYES(サザンアイズ)獣魔奉還,"￥10,800","￥11,000代",0,-,,,,,,,,
1995-12-22,SFC,12M,ACT,バンプレスト,ザ・グレイトバトルV,"￥9,800","￥10,000代",0,-,,,小林俊一|佐々木勇二郎,中川泰久|ひらのなおみ|かいほうかずゆき|岩井直樹|笹島薫|くしぶちのりかず|こばやしりえこ|むらかみただひろ|くらはしつとむ,富樫則彦|末村謙之輔,,,
1995-12-22,SFC,24M,ADV,イマジニア,月面のアヌビス,"￥11,800","￥12,000代",0,-,,浦本昌宏|志羽貴,PON高橋|木村信明|NOB,石岡信寛|江良哲智|道園重成|古野裕一,天現寺広尾|窪寺義明|藤岡央|飯塚博|柴田浩明|岩田昇|遠藤智博,志羽貴|石岡信寛|江良哲智|津田浩一,飯田祥一,
1995-12-22,SFC,16M,ADV,イマジニア,ざくろの味,"￥11,800","￥12,000代",0,-,,大須賀篤,スタジオ・クリップス|戦う坊さん,菅田具視|りんだ,禎清宏,聖咲奇,飯田祥一,
1995-12-22,SFC,24M,RPG,角川書店,ロードス島戦記,"￥10,800","￥11,000代",0,-,,,,,,安田均(テーブルトークRPG),,
1995-12-22,SFC,12M,RPG,カルチャーブレーン,スーパーチャイニーズワールド3,"￥9,800","￥10,000代",0,-,,阿迦手観屋夢之助,,,沢彰記,かずゆきまる,阿迦手観屋夢之助,
1995-12-22,SFC,40M,RPG,ハドソン,天外魔境ZERO,"￥9,980","￥10,000代",0,-,,広井王子(企画・監修)|竹部隆司(監督),青山光(メインプログラム),辻野寅次郎(絵師)|久保久(美術監督),笹川敏幸|田中公平(天神・水貴のテーマ)|田中あや(ゲーム内のカラオケ楽曲),荒井弘二,,
1995-12-22,SFC,12M,SLG,バンダイ,SDガンダムGNEXT,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-12-22,SFC,16M,SLG,バンプレスト,戦国の覇者天下布武への道,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-12-22,SFC,24M,SLG,バンプレスト,ファーランドストーリー2,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-12-22,SFC,8M,SLG,パック・イン・ビデオ,バトルサブマリン,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-22,SFC,16M,SPT,テクモ,テクモスーパーボウルⅢFINALEDITION,"￥12,800","￥13,000代",0,30,,,,,,,,
1995-12-22,SFC,32M,SPT,ヒューマン,スーパーファイヤープロレスリングX,"￥11,900","￥12,000代",0,-,,山崎正通,三浦義広,山崎正通|田島弘喜|露崎尊幸|島崎洋一郎,志倉千代丸,,,
1995-12-22,SFC,8M,TAB,ヴァージンインタラクティブ,将棋三昧,"￥9,800","￥10,000代",0,-,,,,,,,,
1995-12-27,SFC,24M,SPT,ハドソン,最強高田延彦,"￥10,900","￥11,000代",0,-,,,,,,,,
1995-12-28,SFC,24M,SLG,光栄,三國志英傑伝,"￥12,800","￥13,000代",0,-,,,,,吉田明永,,フクザワ・エイジ,
1995-12-29,SFC,24M,RPG,日本ファルコム,イースV失われた砂の都ケフィン,"￥12,800","￥13,000代",0,-,,,,,,糸井賢,,
1995-12-29,SFC,12M,TAB,アイマックス,スーパー将棋3棋太平,"￥12,800","￥13,000代",0,-,,,,,,,,
1995-12-29,SFC,16M,TAB,タイトー,大爆笑人生劇場ずっこけサラリーマン編,"￥9,800","￥10,000代",0,-,,,草津きよし,ふくやまきょうこ|はただまなぶ|すずきしんいち|東京省,草津きよし|わたなべよしお|たなべよしひこ,,高橋章二,
1995-12-29,SFC,16M,TAB,日本テレネット,京楽・三洋・豊丸・奥村・大一・マルホンParlor!パーラー!ⅣCR(パーラーパーラー4),"￥11,800","￥12,000代",0,-,,,,,,,,
1995-12-29,SFC,8M,TAB,BPS,対局囲碁韋駄天,"￥14,800","￥15,000代",0,-,,,,,,,,
1996-01-12,SFC,16M,RPG,徳間書店インターメディアカンパニー,魔導物語はなまる大幼稚園児,"￥9,900","￥10,000代",0,-,,,,,,,,
1996-01-19,SFC,8M,ETC,バンプレスト,的中競馬塾,"￥9,980","￥10,000代",0,-,,,,,,,,
1996-01-19,SFC,16M,SPT,パック・イン・ビデオ,磯釣り離島編,"￥10,800","￥11,000代",0,-,,,,,,,,
